Titre,Lien,Note,Genre,Genre numerique
zankyou-no-terror-vf,https://voiranime.com/anime/zankyou-no-terror-vf/,4,Drama&Thriller,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
zashiki-warashi-no-tatami-chan,https://voiranime.com/anime/zashiki-warashi-no-tatami-chan/,2.5,Comedy&Horror,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zatch-bell,https://voiranime.com/anime/zatch-bell/,3.8,Adventure&Comedy&Supernatural,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
zatch-bell-vf,https://voiranime.com/anime/zatch-bell-vf/,4.2,Adventure&Comedy&Supernatural,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
zatch-bell-101st-devil,https://voiranime.com/anime/zatch-bell-101st-devil/,3.4,Adventure&Supernatural,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
konjiki-no-gash-bell-mecha-vulkan-no-raishuu,https://voiranime.com/anime/konjiki-no-gash-bell-mecha-vulkan-no-raishuu/,3.5,Adventure&Supernatural,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
zegapain,https://voiranime.com/anime/zegapain/,3.3,Action&Mecha&Romance&Sci-Fi,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
zenki,https://voiranime.com/anime/zenki/,3.5,Action&Comedy&Drama&Ecchi&Fantasy&Horror,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zenonzard-the-animation,https://voiranime.com/anime/zenonzard-the-animation/,3.3,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
zenonzard-the-animation-episode-0,https://voiranime.com/anime/zenonzard-the-animation-episode-0/,3,Action&Drama&Sci-Fi,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
zero-kara-hajimeru-mahou-no-sho,https://voiranime.com/anime/zero-kara-hajimeru-mahou-no-sho/,3.8,Action&Drama&Fantasy,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zero-kara-hajimeru-mahou-no-sho-vf,https://voiranime.com/anime/zero-kara-hajimeru-mahou-no-sho-vf/,4.2,Action&Drama&Fantasy,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zero-no-tsukaima,https://voiranime.com/anime/zero-no-tsukaima/,4,Action&Adventure&Comedy&Ecchi&Fantasy,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zero-no-tsukaima-f,https://voiranime.com/anime/zero-no-tsukaima-f/,4.3,Action&Adventure&Ecchi&Fantasy&Romance,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
zero-no-tsukaima-futatsuki-no-kishi,https://voiranime.com/anime/zero-no-tsukaima-futatsuki-no-kishi/,4.3,Action&Adventure&Comedy&Ecchi&Fantasy&Romance,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
zero-no-tsukaima-princesses-no-rondo,https://voiranime.com/anime/zero-no-tsukaima-princesses-no-rondo/,4.1,Action&Adventure&Comedy&Ecchi&Fantasy,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
